split,id,polarity,final_intensity,raw_intensity,classification_principal_modality,classification_modal_scores_T,classification_modal_scores_A,classification_modal_scores_V,classification_modality_shares_T,classification_modality_shares_A,classification_modality_shares_V,regression_principal_modality,regression_modal_scores_T,regression_modal_scores_A,regression_modal_scores_V,regression_modality_shares_T,regression_modality_shares_A,regression_modality_shares_V,precision_weight_T,precision_weight_A,precision_weight_V,available_T,available_A,available_V
special,01,1,0.0,0.15103042125701904,T,1.7857853174209595,-0.06486020982265472,-0.0011786026880145073,0.964338481426239,0.035025037825107574,0.0006364549626596272,T,0.03073631227016449,0.018796633929014206,-0.014138961210846901,0.48272955417633057,0.2952107787132263,0.22205963730812073,0.45382046699523926,0.2688509225845337,0.27732861042022705,True,True,True
special,02,2,9.999999974752427e-07,-0.03470904380083084,T,0.40642672777175903,-0.12457632273435593,-0.015092898160219193,0.7442404627799988,0.22812166810035706,0.027637813240289688,V,0.01999061554670334,-0.014532548375427723,-0.03202034905552864,0.30041420459747314,0.21839167177677155,0.4811941683292389,0.40836453437805176,0.2942790985107422,0.29735639691352844,True,True,True
special,03,0,-0.6587620377540588,-0.6587620377540588,T,3.9605047702789307,-0.016382604837417603,-0.04549333080649376,0.9846170544624329,0.0040728626772761345,0.011310050264000893,T,-0.2799893021583557,0.03181320056319237,0.009961496107280254,0.8701697587966919,0.09887122362852097,0.03095901384949684,0.4376564025878906,0.27611738443374634,0.28622621297836304,True,True,True
special,04,0,-0.4144037365913391,-0.4144037365913391,T,3.7018401622772217,0.011639997363090515,0.038079023361206055,0.9867470860481262,0.003102709073573351,0.010150185786187649,T,-0.3236232399940491,0.06974872201681137,0.0998590886592865,0.6561290621757507,0.14141185581684113,0.20245903730392456,0.5481701493263245,0.2572636306285858,0.1945662647485733,True,True,True
special,05,2,0.798313558101654,0.798313558101654,T,3.340175151824951,0.14844241738319397,0.5860532522201538,0.8197411298751831,0.03643053025007248,0.1438283622264862,T,0.19927555322647095,0.010277152061462402,0.048121996223926544,0.7733609676361084,0.039884213358163834,0.18675483763217926,0.4527862071990967,0.33134332299232483,0.21587052941322327,True,True,True
special,06,2,0.9138823747634888,0.9138823747634888,T,4.79665994644165,0.18742260336875916,-0.14046382904052734,0.9360164403915405,0.03657349944114685,0.027410002425312996,T,0.3268788456916809,0.05680980160832405,-0.08406813442707062,0.6988222002983093,0.12145157903432846,0.17972615361213684,0.3899836540222168,0.2802126705646515,0.3298037052154541,True,True,True
special,07,2,0.8534539937973022,0.8534539937973022,T,2.6153359413146973,0.06320204585790634,0.21129396557807922,0.9050131440162659,0.02187049202620983,0.07311634719371796,T,0.23403146862983704,0.015775665640830994,0.0277557373046875,0.8431656360626221,0.05683637037873268,0.09999802708625793,0.41416817903518677,0.3018926680088043,0.2839391827583313,True,True,True
special,08,2,0.5174393653869629,0.5174393653869629,T,4.1136698722839355,0.019198156893253326,-0.044872865080833435,0.9846637845039368,0.004595344420522451,0.010740941390395164,T,0.23347947001457214,-0.007529822178184986,-0.0667203962802887,0.7587161064147949,0.02446894906461239,0.21681495010852814,0.3777984082698822,0.3037630617618561,0.31843847036361694,True,True,True
special,09,0,-2.293168544769287,-2.293168544769287,T,9.986863136291504,0.01947326585650444,-0.03067823499441147,0.9950034022331238,0.001940145273692906,0.003056510118767619,T,-1.0778108835220337,0.06351742148399353,-0.007388720754534006,0.9382736086845398,0.0552942268550396,0.006432150490581989,0.4122147262096405,0.25376954674720764,0.33401569724082947,True,True,True
special,10,0,-2.159799098968506,-2.159799098968506,T,9.580050468444824,0.06026264652609825,-0.0006238967180252075,0.9936845898628235,0.006250704638659954,6.471329106716439e-05,T,-1.0216026306152344,0.059971775859594345,0.039132747799158096,0.9115696549415588,0.053512442857027054,0.03491790592670441,0.44338464736938477,0.26732492446899414,0.2892904579639435,True,True,True
special,11,0,-1.7402122020721436,-1.7402122020721436,T,6.779362678527832,-0.03570052608847618,0.0051605794578790665,0.9940088391304016,0.005234509240835905,0.0007566583808511496,T,-0.6485898494720459,-0.011097840033471584,-0.0178737323731184,0.957241415977478,0.016379091888666153,0.026379501447081566,0.40053069591522217,0.3093266487121582,0.290142685174942,True,True,True
special,12,0,-0.6896350979804993,-0.6896350979804993,T,4.16517448425293,-0.11155763268470764,0.03506217151880264,0.9659956693649292,0.025872670114040375,0.008131689392030239,T,-0.24656949937343597,0.01859479397535324,-0.021078435704112053,0.8614000678062439,0.06496162712574005,0.07363832741975784,0.41464757919311523,0.2805134057998657,0.30483901500701904,True,True,True
special,13,1,0.0,0.11312393099069595,T,1.8411974906921387,-0.13282214105129242,0.0,0.9327148795127869,0.06728511303663254,0.0,T,0.014337653294205666,0.008396131917834282,0.0,0.6306760311126709,0.3693239688873291,0.0,0.640612781047821,0.35938721895217896,0.0,True,True,False
